"@Audrey_O Girl, what are you contemplating. We ARE going to Vegas!  The concert? Well, that part is up in the air! haha",POSITIVE
"@BadBoyOfOpera We have here, that being Sussex in England! absolutely Loving it ",POSITIVE
@batistini21 lols you go for the cavs. orlando owned them today ,POSITIVE
"@bbrannan I'm and good and glad you are too!   Don't you think we should get the new twitter, Oprah to share in twitter causes? ",POSITIVE
"@BennyDavro Honey, you're not only on the 1st page, you're within about 100 votes of Obama. Rock that grass skirt, luv. ",POSITIVE
"@beycah Good for you Becca, have a good sleep. ",POSITIVE
"@billyraycyrus  heey, brazil loves you and miley ",POSITIVE
"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon ",POSITIVE
@Bparker_Seattle I totally 4 got about Golden Girls that is a gr8 Show ,POSITIVE
@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.,POSITIVE
@BrandiPowers You too  follow a fellow @Lakers fan beautiful ,POSITIVE
@BrazillofBLAK cant wait 2 hear it ,POSITIVE
@BrazilTour you are very welcome! ,POSITIVE
"@BrianViloria Not this year, Mr. LeBron James! Hahaha! ",POSITIVE
@brisvegasbetty thank you I'm glad you liked it ,POSITIVE
@CaterinaFalcone You are taking vacation??? OMG it's about time! I'm not going to miss you bc you're gonna bring me starbucks everyday! ,POSITIVE
@catharinamcfly think of London and you'll survive!  Can't believe that it's less then a year until I graduate! London Here I come! ,POSITIVE
@CCArquette ps. please try to see if you get Cougar Town to be broadcast internationally!!! im brazilian but such a great fan of yours! ,POSITIVE
@chanc Can't wait to see you in 4 sleeps and 3 days! ,POSITIVE
@chasepino I wish I was as cool as you.. ,POSITIVE
"@CheapyD sweet, new episode of cagcast, thnx cheapy ",POSITIVE
@ChrisCavs What a beautiful day for a birthday!  Happy b-day Chris! ,POSITIVE
@chrisjohnski iPhone say Chirs is here http://bit.ly/kIpFw start stalking him LOL ,POSITIVE
"@cobaltcow that's so true! Thnx man, that means an awful lot to me ",POSITIVE
"@comeagainjen hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you ",POSITIVE
@Cowbelly Enjoy your time at Pike's Place Market today...it is a perfect Seattle day for the market and for a photo shoot ,POSITIVE
"@Cronotriggers I'm very tempted to buy it on the PSN/PSP, in hopes Capcom will follow up with a RE2 release ",POSITIVE
@crystalchappell Good luck N ur meets. Idea to save GL - go on Oprah ,POSITIVE
@csquaredsmiles TWATLIGHT loool.. I know.. now they relate rain to it.. haha thats why i wanna move to england is always cold! ,POSITIVE
"@daNanner Yeah, just finished #castle.  Was pretty good. ",POSITIVE
"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! ",POSITIVE
@danlee29 I'm glad you were disappointed and the Lakers destroyed them. ,POSITIVE
@DanniAsheOnline Awwww she called me sexy  nice! you rock Danni! you just made my night gurl! muah! I'll give you props anytime! ,POSITIVE
"@DanniAsheOnline I think that would work nicely gurl! go for it! I believe many, many people would sign up! ",POSITIVE
@Dannymcfly Hey Danny how are things  ? this your last night in brazill ? please writeback love karina xx,POSITIVE
@Dannymcfly heyhey  and they love youuu! hahahaha! having a good time over in brazil then?,POSITIVE
@danzelikman Here's to hoping you come home with a Las Vegas bailout. ,POSITIVE
"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. ",POSITIVE
@DaveBos its okay ive done it once didnt but Wooo Stayed up longer then expected lol ,POSITIVE
"@DaveMatthewsB New album is fantastic! See you in London, can't wait! ",POSITIVE
@daydreamer20 Good post. ,POSITIVE
@daygan Wow! This Ubuntu feature is really cool  ?? again! Got More??,POSITIVE
"@ddlovato  ohh myy goshh!! ,, are you the opening act for the jonas brothers at wembley in London on the 15th of june ?? xx ",POSITIVE
@ddlovato Demi I'll deff see you on Brazil (S�o Paulo) on the show ,POSITIVE
@ddlovato I HAVE A SURPRISE FOR YOU WHEN U COME TO LONDON  cnt wait to seeya ! ,POSITIVE
@ddlovato yesterday ,POSITIVE
"@DebbieFletcher I saw them on Oprah the other day, they are really good! ",POSITIVE
"@divabat Hahahaaaaa! I'd like to meet your Mum someday, and talk about Oprah with her, Her likes and Dislikes, and here her opinion on it ",POSITIVE
@DJTinaSapp Ha! I'll get it back to you as soon as possible! ,POSITIVE
@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! ,POSITIVE
@DONNASAWR Thank you Donna. ,POSITIVE
@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. ,POSITIVE
@dornx give me time and ill come with you sa london! haha. good luck with that! ,POSITIVE
@dpburland yes i think i might just do that hehe might watch sleepless in seattle my fave ,POSITIVE
@Dr_DinaSadik Awesome!  u'll definitely know some swear words then! haha,POSITIVE
@DrMollieMarti Best of luck to you Dr and your new Rockstar sisters.  I know some women that are into MLM. I'll tell them about you. ,POSITIVE
@DrSecret Nice to meet you too buddy ,POSITIVE
@dsiegel99 now if i could get to san diego the same night i could celebrate it twice lol thanks ,POSITIVE
@DwightHoward great job Dwight! I pray you also win against the Cavs. ,POSITIVE
@egodbois  it's good to see you here as well on our facebook! Thanks for being a fan ,POSITIVE
@eliizabetty maybe we will meet there. i want to go and study in london/england too ,POSITIVE
"@EP31 we have soccer, too~! The New England Revolution, aka the Revs!  TAYLOR TWELLMAN FTW",POSITIVE
@feliciaday Hey can you tell me if we can use Xbox 360 to use Twitter as Tickers/popups? That would be Sweet! ,POSITIVE
@ferretfreakx4  I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe,POSITIVE
"@FlipFlopsPearls YEAHH!!! Email me it!  I will ship out the blanket and a few lil extras 4"";""@tiranw",POSITIVE
@fourzoas Good night! ,POSITIVE
@FoxxFiles nah...The Cavs are done  Go Magic!,POSITIVE
@GabrielRossi the only Tweet that could top this would be a DM from President Obama asking me to become the czar of youth empowerment ,POSITIVE
"@garpu Great! I've actually always wanted to visit Seattle, so perhaps some day. ",POSITIVE
@GLEETV you guys should come to Seattle!!! It's a pretty big city ,POSITIVE
@googoodolls http://twitpic.com/56m0y - Really nice!  Grettings from Brazil =P i love goo goo dolls (L',POSITIVE
"@guardiantech sounds great  can't wait for E3 and the WWDC. New iPhone and PSP Go, possible new Xbox (wishful thinking)",POSITIVE
"@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have ",POSITIVE
@hannahpoulton good morning! you sound very chirpy ,POSITIVE
"@harper I'm in the same boat as you.  Happily, there is a McDonalds close by so we can both enjoy a greasy breakfast.",POSITIVE
"@hertbeat it is still only 1st coffee of the day for me ! Happy Tuesday, off to see Jeff Dunham and Achmed the dead terrorist tonight ! ",POSITIVE
@hitwithafish very nice pics! Such a cute family! ,POSITIVE
@HollywoodHansM lol like how gud kobe iz!! lol and its gunn be the lakers ,POSITIVE
@Honey3223 Lurkers now that was interesting ,POSITIVE
@hotglassblower Oprah would have touched your feminine side today and since you luv her som much I even DVR'd it ,POSITIVE
@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!,POSITIVE
"@iamjonathancook Good morning Jonathan  its 1:51am in Sydney having midnight snacks...stupid time difference,u couldve joined me!haha xx",POSITIVE
@ijustine the gym is an awesome place! work it out ,POSITIVE
@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations ,POSITIVE
@imagejennation @whitrt we found a great Chinese place to hang out at ,POSITIVE
"@IndieArtDesign well you will be excited to know, Kevin will be the new featured artist for our next Sydney flyer ",POSITIVE
@IntriguingDs Ahh...I love your music. Missed you in Seattle. ,POSITIVE
"@ivegotnerve Yes, I am in love with someone who lives in England. But I was able to see him last May, 3rd ",POSITIVE
@JamesDeen you are my own personal Jeepers ,POSITIVE
@jaredleto come to england and play an eco friendly gig.would love that ,POSITIVE
"@jaspreetgill http://twitpic.com/6ubr9 - woooho! they get better and better! I'm watching ur videos on YouTube right now  haha, as I'v ...",POSITIVE
@JBsFanArgentina Hey I luv this pic!!! was amazing of the last CHAT of The JB in FACEBOOK! ,POSITIVE
@jcutaia day 3 of mcdonalds breakfast ,POSITIVE
"@Jeff_Sparxxx well in that case, you know what i mean hahaha. i love a good __________. (fill in the blank with the role of your choice.) ",POSITIVE
@JenniferRosex3 I know!  I love the song hello seattle,POSITIVE
"@jenocidal I think my iPhone was thinking the same thing because the next song was cake, I will survive.   thank you.",POSITIVE
@Jeremeyxvx you know you broke edge in vegas  happy 8th year brahhh,POSITIVE
@JonasAustralia for sure!! Except the new moon bit.  IMAGINE @JONASBROTHERS LIVE in AUSTRALIA  OMJ ,POSITIVE
@JonasAustralia i voted like ten times ,POSITIVE
@JonasAustralia This Friday as in 5th June Friday?! Argh. OMG. Which website?! Im so excited! ,POSITIVE
@JonasBrothers I LOVE YOU MR PRESIDENT,POSITIVE
"@Jonasbrothers Nice skillz Nick  x love always, Marjorie ",POSITIVE
"@jonasnessica heyy sweets!! I started reading your fanfic! It's awesome so far  ignre what I wrote on YouTube 4"";""doesn't",POSITIVE
"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!",POSITIVE
@JonathanRKnight i'd share my latte with you. just got back from a starbucks run myself ,POSITIVE
@kailaengland I like a girl who has style too. Cocktail dress ,POSITIVE
@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now ,POSITIVE
@kayotae Just had a martini myself. ,POSITIVE
@kennyseattle1  Hi Kenny !! Welcome to twitterville and get ready to waste tons of hours having fun on here. See u live at 5am on Q13 FOX ,POSITIVE
@keyannaaa the new story of your life will include magic fountain with me ,POSITIVE
@kmacable...you're sweet...yea I'm ok! ,POSITIVE
@KVAY2K  Hope you  are having a wonderful night.   I will be up again all night.  Sent you a message on YOUTUBE.  ,POSITIVE
@Lakers ready to win tonight!!! ,POSITIVE
"@lakersnation its not really my style, but thats a really well done wallpaper, thanks  for making it. keep up the good work ",POSITIVE
@lancearmstrong http://twitpic.com/6vb49 - wow lance great pic brother! you my idol! my mom just beat breast cancer! ,POSITIVE
@LanceGross lakers all day everyday!!!!! ,POSITIVE
@Larissa_Ione I LOVED Taming the Fire! I emailed sydney croft with all the reasons why ,POSITIVE
@laurieann444 I am so happy to hear they played Follow My Way.  They were practicing b4 show in Seattle.  Excellent!!!! More 4 U 2Nite!!! ,POSITIVE
"@LBheart_Jessica Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! ",POSITIVE
"@Lee_Knight lmao! thanks Lee XD, would u like to join in our craziness as well lolol  ROFL come ",POSITIVE
"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. 4"";""@ColinCancer",POSITIVE
@lightinthesky wow. enjoy! ,POSITIVE
"@lilyroseallen i was at your sydney concert on wednesday. used my fake id to get drunk, and hooked up with a hot english boy.woo! thanks ",POSITIVE
@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. ,POSITIVE
"@LittleFletcher Hi Carrie! How are you? Girl, Brazil love you! Come visit here! Have a nice day!  xx",POSITIVE
@llmatticusll yuuuup! 9 miles  it's for cancer! for a good deed!,POSITIVE
@LOlakers7 AWESOME GAME TODAY ,POSITIVE
@londonbridget13 ill always have your back!! ,POSITIVE
@Lovely_London Pretty good. How about you? ,POSITIVE
@LovelyCharles Get an iPhone. ,POSITIVE
"@luvsJonasandVFC YUP! I'm seeing them in August! woot woot!  my first concert was with Corbin Bleu, Drake Bell, and Aly",POSITIVE
"@m3L1nd4 not in youtube,, but in dvd.. about the story it's mix between meteor garden and hana yori dango.. you must watch it.. ",POSITIVE
@MacNH  the boy needs to get his ass back to New England where he's properly appreciated ,POSITIVE
@malave585  And you said we were through back during the Celtics! haha.    Hopefully you guys will get LeBron. Bring some excitement to NY,POSITIVE
"@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  ",POSITIVE
@mari_chiquitita nice pics from last years festival. How about we plan to meet there next year! ,POSITIVE
"@markhoppus  hey mark!!  so glad to see you guys all back together   seen youse when you played newcastle arena , england, great show!! ",POSITIVE
@maryaflower McDonalds coffee beat starbucks by a mile in a blind taste test ,POSITIVE
"@McChelsea get a glass of wine, a nice book, and just chillax out there.  oh wait, it's seattle, i'll probably rain. hah ",POSITIVE
@mdietrich that`s why you should go for holiday as soon ! (whithout iPhone ,POSITIVE
@meowmixfever we should go to the grocery store and buy a large box of them  that'd make my life complete haha _Myana,POSITIVE
"@Michael_Cera starbucks is the best. i work there, i should know  what're you getting there?",POSITIVE
@MichaelNi Trader Joe's is one of my favorite things about Seattle. ,POSITIVE
"@michellebranch The month of June is also officially LGBT Pride month, declared by Obama! Celebrate ",POSITIVE
"@mileycyrus BRAZIL LOVES U SO MUCH!! YOU ARE AWESOME, MILEY! COME TO BRAZIL.. WE CAN'T FOR THIS DAY COME ",POSITIVE
@mileycyrus http://twitpic.com/7e01t - ahh..i´ve got the same ipode ..which song so you listen?love ya ,POSITIVE
@mileycyrus i think u should come to south america  all your argentinians and brazilians fans are going crazy hahaha! please reply ,POSITIVE
@mileycyrus i voted for you! i hope u win!!!! and Taylor Swift too!!! ,POSITIVE
"@mileycyrus Miley takes a tranquilizer for sleep which is very good, I take the time      #mileybrazil",POSITIVE
"@MissSydneyJ Im good, lol... I feel awake ",POSITIVE
@mistadee - I've got Tweetie for the iPod Touch - recommended ,POSITIVE
@mitchelmusso I love your new hair  You have to come to england sometime!,POSITIVE
@mollieandjackie Love and Theft is AMAZING! They opened for Taylor Swift back last year!!! Miss ya'll!!! ,POSITIVE
@Mpits its super easy lol I wish everyone would jump on the bandwagon ,POSITIVE
@Mr_LasVegas Breakfast menu runs 24/7 in Vegas  ...I remember having breakfast at 1pm after a big night...,POSITIVE
@ms_elli i could make it perfect for you. Come to Starbucks in England!! ,POSITIVE
@Msdebramaye I heard about that contest! Congrats girl!! ,POSITIVE
@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss.,POSITIVE
"@NaiveLondonGirl good for you girl! recommend papers, tea and toast as well... ",POSITIVE
@NasaCaligeek I think even the coolest ppl have a geek inside waiting patiently to get out... ,POSITIVE
"@nick_carter Don't forget my dear, you'll always be in my mind and my heart ok?  BIG kiss and special affection from me (Brazil)! I ? u!",POSITIVE
@nickjonas Are You Gunna Go Shopping? =D London Rocks For Shopping  x,POSITIVE
@nicolerichie only one of the best sappy love stories ever ,POSITIVE
@nicolerichie that was my favorite show/series when i was little! ,POSITIVE
"@nicolerichie YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series ",POSITIVE
@nikhilnarayanan saw the tvc yesterday.. worked for me ,POSITIVE
@NILANTI atleast ur not the only 1 up. Watch the lakers kick ass again ,POSITIVE
"@noahbeaar Hi Noah! Omgsh I Think Your So Cute, You Look Like Miley  Awwww! How Are Youu? Im 14 ",POSITIVE
"@NostraSeamus If Obama took a stand, it would give the Ahmedinejad supporters more to fight against.  We're too famous for this party ",POSITIVE
@NYFab Happy graduations!  Say hi to Obama for us!!  (he's a bowler),POSITIVE
@obama_binladen  sure tell me about the project that you received funding for! thats great news ,POSITIVE
@Ocartti hey!!  yay! tweet tweet! hah. oh n if I want to follow oprah I can!! she asked me too! ,POSITIVE
@officialmiranda Thats good! I'm from brazil n i love ICarly  Did you follow your fans too?,POSITIVE
"@OldmanHo lol yeah, this time pretty much the whole thing  so close again, but looks like Cavs are being totally outplayed by Magic!",POSITIVE
@omgimlondon get me one of those coffe cakes from starbucks while u there ,POSITIVE
"@Oprah ...now I am curious to watch it.  And will, tomorrow Sunday if I can. Thanks!   ",POSITIVE
"@Oprah Good nite Oprah, good show today ",POSITIVE
@Oprah I can't WAIT to see that movie! ,POSITIVE
@Oprah np gurl! that was a great show! ,POSITIVE
@Oprah Phylicia Rashad is my idol...I dream of meeting her.  I love you too Oprah... ,POSITIVE
@Oprah Sweet Dreams O. You did good with your ,POSITIVE
"@Oprah We are so happy to have you back in the Tarheel State, even if you are in Blue Devil country ",POSITIVE
@oprah welcome to twitter! ,POSITIVE
"@oprah, nite! that's a really cute pup by the way. ",POSITIVE
@patriciaco HAHA. Sometimes I like fantasizing that I'm Taylor Swift. I'm a psycho like that. ,POSITIVE
"@pcdnicole Hi Nicole, glad you loved Sydney! Was amazing working with you the other night at 301! Looking forward to you coming back ",POSITIVE
@petrobrasbrazil i have a new follower which i like @petrobrasbrazil please take care of nature ,POSITIVE
"@phyonetizen Thanks for adding me on Facebook, Phyo ",POSITIVE
@pocketfulofme hahaha i so should of! but my nails were wet. hehe.but he was helpful  he flipped the magazine pages for me ,POSITIVE
@psproduction omg they r having a daddy n me princess ball out here in staten island 4 fathers' day!!! N katie n u popped into my head! ,POSITIVE
"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) ",POSITIVE
@r_keith_hill Thans for your response. Ihad already find this answer ,POSITIVE
@rachhiiee_ jenny knows i love er. ,POSITIVE
@rashmid congratulations!! tht makes a lot of us very very happy. ,POSITIVE
@ravensymone hayy! big fan love your music and your show !! ,POSITIVE
"@realjohngreen Yeah, Dutch people are up as well 0"";""I",POSITIVE
@shannamichelle @levifig YES - We all want to see all the pics!  I see a facebook album in the future! ,POSITIVE
"@Shantymanfan I got your package! Wow, I'm so excited! My very own one! So, do I plant it in a pot for now, and water it till it grows? ",POSITIVE
@ShawnORourke lol tru dat! thanks bro! ,POSITIVE
@shaycarl I'm watching your videos in youtube  you are so funny!! ),POSITIVE
@SilMuri yeah that'd be awesome... You're gonna be the new Oprah! Freakin' yeah  *ninja-rolls over to Sil to eat chocolate*,POSITIVE
@SkinFaceMcGee You're description of this Sat. morning was perfection...thanks.  Seattle is following suite.,POSITIVE
"@socalgurl83 LOL nice, thanks for translating ",POSITIVE
@Soraspsp  now that summer is here you can come and hang out with aunt beth more often  ,POSITIVE
"@special72 Thanks, Special 72!  ",POSITIVE
@spicebugsmom A few more for you to follow: @aims7 @alirushton @dillyh @Oprah @timescolonist @JohnCleese ...Welcome to Twitter mums ,POSITIVE
@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today ,POSITIVE
"@stasia19 i got work at 8:30 so i'm going to bed now. i shall ttyl, have fun doing your project  STARBUCKS DATE SOON ?",POSITIVE
@stevonelson  I like that one. I've used it on a project here.,POSITIVE
"@stretcharmy Dim Mak was sick! ripped it apart! Vegas was cool n fun, SF was dope, people went nuts! LA friday was fire !  yeah was good!",POSITIVE
@suitelifeofkell that's freakin' cooool   i love twitter .haha,POSITIVE
@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? ,POSITIVE
@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too ,POSITIVE
@sydney_sider yes thanks I think they're amazing too! the images were taken by @insidecuisine photographer the very talented @rovingrob ,POSITIVE
"@sydneymckinley im not gonna lie, i absolutely LOVED JONAS. hahahaha, those boys can do no wrong ",POSITIVE
"@tashlee Oh, and good to hear from you again!  i'm taking some students to Sydney, you should join us for lunch/dinner if you can.",POSITIVE
@taylorswift13 It's National Listen To Taylor Swift Day ,POSITIVE
@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face. ,POSITIVE
@taylorswift13 you're soooo talented and I wish I could go to one of your concerts! Ily miss taylor swift! ,POSITIVE
"@TayStarr awww thats my job, im like mcdonalds girl, i love to see you smile ",POSITIVE
@TDLQ Well it was just so so close the whole time! But at least they pulled it out! WOOT LAKERS! ,POSITIVE
@teleken It's a feat of USB engineering! Makes every day a party.  ,POSITIVE
@the_real_shaq you TOTALLY own3d @oprah! Congrats!  http://digg.com/d1p1zg,POSITIVE
"@thedebbyryan debby *-* hi, i'm carol from brazil, and i love you so much *-* please reply me ",POSITIVE
@ThePartyScene  ,POSITIVE
"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to ",POSITIVE
"@tommcfly I are welcome always, Brazil is your house now ",POSITIVE
"@tommcfly thought you'd think this is cool. my cousin is going to personally meet the head of NASA to discuss future projects. Cool, huh? ",POSITIVE
@tommcfly will you watch Green Day on UK this year? can't wait to see them in Brazil... Billie is trying to learn some portuguese! ,POSITIVE
@Triciepop Yall goin to Vegas? Make sure yall hit me up so we can drink till we drown Lol. ,POSITIVE
@triplejHack true off to the #startrekmovie world premiere soonish. enjoy talking about supa-fast interwebs with conroy ,POSITIVE
@tru_artiste my dude ima have the pics up soon  prolly facebook,POSITIVE
"@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho ",POSITIVE
"@TunerKid Hey, hey, hey, hey!  I'm ur 28th follower. @oprah sent me. 0"";""pray",POSITIVE
@zoecello Love the ,POSITIVE
*ahem* I think @LiZAmtl @sabrina215 @Etown_Jenn ,POSITIVE
#Iremember when the Lakers won title #15 about 4 1/2 hours ago  #golakers,POSITIVE
"#xboxe3 Gameplay looks awesome, just as always from Bungie! ",POSITIVE
1 vs 100 on Xbox Live was fun ,POSITIVE
100 followers - that is exciting ,POSITIVE
aaaaahhhh.... finally done. next stop zippy's. ,POSITIVE
"About to head to Sydney. Drinks, friends, ink, Amity Affliction, Getaway Plan and Elora Danan! Fun times await!  ",POSITIVE
Adding some music on my Ipod ,POSITIVE
ahhhh time to feed the tribe lol chicken casserole with veg yummo ,POSITIVE
"All rockstars are back home: while 'some of us' freshen up, 'others' watch Magic/Lakers game, then we'll celebrate Sweden Rock in Florida ",POSITIVE
"also, SOOOOO excited to see Taylor Swift, in Omaha, August 9th!! ",POSITIVE
"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!",POSITIVE
and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are),POSITIVE
And the west was won! Yeah lakers! ,POSITIVE
Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!,POSITIVE
another gorgeous day. ah see england isnt always that bad..... ,POSITIVE
Anyone else love the fact that they #Lakers are not even playing tonight but #Kobe is #5 on trending topics! ,POSITIVE
As a birthday gift i took my sis to Starbucks for the first time...shes gives it two thumbs up ,POSITIVE
As I lay me down to sleep I pray the Lord our souls he keeps! And that Lebron comes to the ny Knicks!!!  let's WAKE UP!! (via @iamdiddy),POSITIVE
Ashton is going to be Oprah!  All hail the Twitter King! LOL!,POSITIVE
"At Starbucks, waiting for some fwends  Rainy day, hot choco and jazz. Just perfect!",POSITIVE
At work...only 2 more days to go and then i am off for 7 more days  yay!!!,POSITIVE
"aww, I love the dutch.  i'm probably going today to protest Mcdonalds or KFC for @peta2 ",POSITIVE
Back from school. NO MORE SCHOOL FOR TWO WEEKS :),POSITIVE
back in seattle. woot woot. Drinkin in Bellevue. I see seattle has warm weather now. Thanks for keeping the heat on while we were gone. ,POSITIVE
"Back in Sydney. *Hugs*, Everyone ",POSITIVE
being sexy and really happy ,POSITIVE
Best ,POSITIVE
Blackberry Bold and Kingston 8gb microsd card en route ,POSITIVE
bookin a hotel in sydney this week for july 10  hehe YESS,POSITIVE
brand new 8GB ipod touch for sale! at reduced price of course. ,POSITIVE
"BTW, husband watched Obama ",POSITIVE
"By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots ",POSITIVE
byebye lebron.. maybe next year ,POSITIVE
can't wait for the lakers to lose ,POSITIVE
can't wait for vegas ,POSITIVE
Can't wait to see stuff on LittleBigPlanet Portable for PSP. ,POSITIVE
cant wait for the lakers game 2nite ,POSITIVE
"cant wait till 3am, mcdonalds breakfast ",POSITIVE
Cavs watch party at the Q tonight again ,POSITIVE
Celebrating Phil being one year cancer free! ,POSITIVE
Chrisette Michelle just came on the ipod . she's so mellow ,POSITIVE
"Cookin dinner for the family and luvin it  sendin luv to my hubbie,tw,luvladyt,tenise,nasa",POSITIVE
Dallas vegas goodness  http://twitpic.com/3lzt1 On my way to to the SusCon ,POSITIVE
Dang. Heroes and The Hills amazed me tonight!  off to do more studying!,POSITIVE
day 2 is almost over!  i can't wait to eat wade...hehe...,POSITIVE
Diddy has courtside seats at the game...he will see up close and personal the whupping Magic is going to put on the Lakers!! ,POSITIVE
Does anyone else really really LOVE the Lakers? ,POSITIVE
Doing Beat the Bridge race in Seattle this morning! Should b beautiful ,POSITIVE
done with all preparation... starting revision now..  i have my signals ans systems exam today .. wish me luck people.... ,POSITIVE
Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.? ,POSITIVE
eating mcdonalds and watching b work out!  yum! I need to start working out. flabs do not look good on the beach! lols,POSITIVE
England have won the rugby they played like a well oiled machine ,POSITIVE
England lost to the Netherlands in the cricket!!! hahahahahahahaha that's pure gold ,POSITIVE
England trip update: just saw stonehenge and now heading to london! ,POSITIVE
England winning by 2 goals to nil right now ,POSITIVE
Enjoying a nice cup of tea and watching Norway's winning song on youtube ,POSITIVE
even though i should be in bed im watching videos on youtube   i love watching the final dance in step up 2..... http://tinyurl.com/mg8ppc,POSITIVE
Finally almost home ,POSITIVE
Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha,POSITIVE
"Finished the Moonwalk at 7hr45mins, and will have raised 1,000GBP for breast cancer.  A great night. To contribute:  http://bit.ly/6JW9f",POSITIVE
First day of shows is done  and looking forward to Lakers v Magic finals ,POSITIVE
FOLLOW -,POSITIVE
follow @skate4cancer ! you know you all want to ,POSITIVE
Fox and Hound for the Cavs game....RISE UP!!!! ,POSITIVE
